age,revenu_mensuel,revolving_utilization,debt_ratio,nb_open_credit_lines,nb_real_estate_loans,nb_dependents,nb_30_59_days_late,nb_60_89_days_late,nb_90_days_late,SeriousDlqin2yrs
31,3592.0,0.413,0.696,4,1,1,0,0,0,0
43,4609.0,0.638,0.509,3,0,1,1,0,0,0
47,2500.0,0.188,0.432,4,0,3,0,0,0,0
50,2517.0,0.561,0.353,4,0,2,0,0,0,0
30,4522.0,0.326,0.2,6,1,0,0,0,0,0
43,4982.0,0.282,0.725,7,1,0,0,0,0,0
33,4020.0,0.223,0.238,4,2,0,0,0,0,0
31,5576.0,0.733,0.418,3,1,2,0,1,0,1
50,2500.0,0.303,0.022,3,1,1,0,0,0,0
32,2952.0,0.164,0.094,4,0,4,0,0,0,0
40,8268.0,0.046,0.579,9,1,2,0,0,1,0
39,6487.0,0.14,0.625,7,1,1,0,0,0,0
27,4842.0,0.051,0.247,3,1,1,0,0,0,1
47,3395.0,0.094,0.483,3,1,0,0,0,0,0
43,5800.0,0.561,0.017,6,1,0,0,0,0,0
20,4417.0,0.091,0.242,4,1,1,1,1,0,0
40,2500.0,0.266,0.454,5,0,2,0,1,0,0
30,5699.0,0.256,0.226,5,1,1,1,0,1,0
48,2500.0,0.311,0.35,4,0,3,0,0,0,0
23,5125.0,0.044,0.688,4,0,2,0,0,0,0
34,2500.0,0.53,0.609,3,1,2,0,0,0,1
41,7477.0,0.137,0.282,1,0,1,0,0,0,0
38,3217.0,0.313,0.051,5,1,2,0,0,0,0
45,2500.0,0.385,0.405,5,0,1,0,1,0,0
22,2671.0,0.242,0.576,10,0,1,1,0,0,0
54,3129.0,0.061,0.325,3,2,4,0,0,0,0
43,3632.0,0.054,0.295,4,0,3,0,0,0,0
51,6589.0,0.161,0.164,7,0,2,1,0,0,1
46,3758.0,0.212,0.424,5,2,3,1,0,0,0
37,2500.0,0.44,0.463,7,0,0,0,0,0,0
25,2500.0,0.419,0.186,6,0,1,0,0,0,0
32,12593.0,0.483,0.215,4,1,3,0,1,0,0
53,3870.0,0.371,0.089,3,0,2,0,1,0,0
51,5585.0,0.347,0.226,4,0,0,0,1,0,0
31,3169.0,0.117,0.313,7,1,3,1,0,0,0
20,2500.0,0.154,0.176,7,0,3,1,0,0,1
35,2932.0,0.45,0.208,7,2,2,1,1,0,0
35,3857.0,0.198,0.232,3,0,2,0,0,0,0
35,2960.0,0.501,0.364,6,0,0,0,0,0,0
43,8633.0,0.11,0.24,11,0,0,0,0,0,0
46,2759.0,0.512,0.098,1,1,3,0,1,0,0
47,2500.0,0.284,0.219,4,0,0,0,0,0,0
42,5239.0,0.501,0.463,6,0,1,0,0,0,0
20,5538.0,0.119,0.303,4,2,0,0,0,0,0
34,3690.0,0.208,0.183,5,0,5,0,0,0,0
61,2777.0,0.489,0.182,1,0,1,0,0,0,0
41,2500.0,0.391,0.176,6,1,2,0,0,0,0
41,6306.0,0.13,0.202,5,0,2,0,0,0,0
41,5382.0,0.451,0.144,4,0,2,0,0,1,0
42,2987.0,0.157,0.417,5,1,0,1,0,1,1
20,3740.0,0.414,0.362,2,0,0,1,1,0,0
35,3288.0,0.39,0.416,7,0,4,1,1,0,0
37,7577.0,0.493,0.302,4,0,4,0,0,0,0
50,2500.0,0.253,0.656,3,0,2,0,0,0,0
38,2754.0,0.262,0.193,5,0,1,0,0,0,0
21,2637.0,0.427,0.107,2,2,1,1,0,0,0
42,4186.0,0.034,0.161,0,1,1,2,1,0,1
29,3734.0,0.22,0.332,1,0,2,0,0,0,0
25,3984.0,0.026,0.325,2,0,1,0,0,0,0
29,2500.0,0.131,0.379,2,0,2,0,0,0,0
43,7103.0,0.062,0.642,2,1,2,1,0,0,0
50,2968.0,0.292,0.281,4,1,1,0,0,0,0
42,6213.0,0.232,0.321,1,3,2,0,0,1,0
44,14952.0,0.314,0.354,6,0,0,0,0,0,0
42,2500.0,0.387,0.116,3,0,1,0,2,0,0
39,4247.0,0.329,0.438,7,0,0,0,0,0,0
44,3432.0,0.273,0.18,4,1,5,0,0,0,0
20,9081.0,0.286,0.3,3,1,1,0,0,0,0
39,3209.0,0.481,0.529,4,1,1,0,0,0,0
27,4072.0,0.229,0.164,5,1,3,0,1,0,0
49,4032.0,0.154,0.426,5,0,0,2,0,0,1
36,3480.0,0.324,0.808,2,0,1,0,0,0,0
38,5115.0,0.107,0.392,5,0,1,1,0,1,0
22,3797.0,0.696,0.155,2,1,0,0,0,0,1
48,4523.0,0.221,0.154,3,0,1,0,1,1,0
44,4008.0,0.387,0.101,6,0,0,0,1,0,0
43,2774.0,0.302,0.22,4,0,1,0,0,0,0
29,3226.0,0.264,0.439,4,1,0,0,0,0,0
30,4675.0,0.333,0.077,4,0,1,0,0,0,0
40,4666.0,0.129,0.258,5,1,1,1,0,0,0
31,6376.0,0.225,0.56,6,0,1,0,0,0,0
42,8406.0,0.218,0.2,4,1,1,1,0,0,0
20,2880.0,0.067,0.148,8,0,1,1,0,0,0
33,3869.0,0.101,0.734,4,0,1,1,0,0,0
55,3337.0,0.209,0.662,4,0,3,0,0,0,0
42,2500.0,0.305,0.334,4,0,1,0,0,0,0
39,4694.0,0.078,0.752,4,0,0,0,0,0,1
57,5167.0,0.268,0.395,5,0,2,0,1,0,0
20,2500.0,0.306,0.169,3,0,3,0,0,0,0
29,3076.0,0.207,0.34,5,0,1,0,0,0,0
33,2944.0,0.21,0.082,3,1,1,0,0,0,0
46,2500.0,0.381,0.569,6,0,1,0,0,0,0
46,3582.0,0.471,0.313,3,1,1,0,2,0,1
29,2500.0,0.209,0.307,4,0,2,0,0,0,0
47,3911.0,0.484,0.386,7,0,3,0,1,0,0
33,4110.0,0.112,0.091,9,1,2,0,0,0,0
50,4345.0,0.148,0.081,2,0,0,1,0,0,0
27,4441.0,0.023,0.089,4,0,2,0,0,0,0
36,7251.0,0.215,0.309,3,0,1,1,0,0,0
33,2530.0,0.373,0.427,4,0,0,0,0,0,0
48,2588.0,0.164,0.732,7,1,2,0,0,0,0
32,4889.0,0.16,0.201,6,0,1,0,1,0,0
37,3431.0,0.081,0.298,4,0,3,0,0,0,1
43,6041.0,0.172,0.305,5,2,3,0,1,0,0
43,4688.0,0.199,0.339,4,0,2,1,0,0,0
46,8631.0,0.465,0.644,8,0,1,1,0,0,0
40,3494.0,0.221,0.415,4,0,2,0,0,0,0
33,2500.0,0.346,0.169,3,0,4,0,0,0,1
34,4244.0,0.346,0.233,2,0,2,0,0,0,0
38,3525.0,0.153,0.181,5,1,0,1,0,0,0
40,4631.0,0.265,0.428,4,0,1,0,0,1,0
36,4906.0,0.103,0.415,3,0,1,0,0,0,0
38,2863.0,0.266,0.057,2,2,1,0,1,0,0
22,2500.0,0.495,0.424,5,0,1,1,0,0,1
44,3410.0,0.21,0.659,2,0,0,0,0,0,0
39,2500.0,0.292,0.291,3,0,3,0,0,0,0
48,3776.0,0.127,0.473,7,3,3,0,0,0,0
38,3031.0,0.299,0.545,2,0,3,0,0,0,0
20,5366.0,0.122,0.671,3,0,0,0,0,2,1
34,2500.0,0.404,0.198,2,0,3,0,0,0,0
36,3651.0,0.619,0.328,4,0,1,0,0,0,0
45,7400.0,0.123,0.094,5,0,0,0,0,0,0
20,4934.0,0.288,0.2,2,0,1,0,0,0,0
38,5661.0,0.419,0.226,2,0,2,0,0,1,0
43,4242.0,0.09,0.471,4,1,0,0,0,0,0
31,2500.0,0.301,0.207,2,0,1,0,0,0,0
38,3924.0,0.428,0.563,6,3,0,0,1,0,0
31,4376.0,0.098,0.591,3,0,2,0,0,0,0
30,2500.0,0.662,0.698,3,0,1,1,1,0,1
33,3439.0,0.142,0.548,5,0,2,1,1,0,0
30,2500.0,0.134,0.533,5,1,3,0,0,0,0
44,3133.0,0.444,0.244,2,0,2,0,0,0,0
30,2992.0,0.452,0.322,4,0,1,1,0,0,0
28,6843.0,0.301,0.17,1,0,1,0,0,0,0
55,2775.0,0.401,0.589,6,0,0,1,0,0,0
47,3230.0,0.185,0.269,6,0,1,0,0,0,0
20,3513.0,0.077,0.081,3,0,0,2,0,0,1
30,2792.0,0.148,0.307,3,1,1,1,1,1,1
40,5034.0,0.057,0.017,2,0,0,0,0,0,0
41,2500.0,0.468,0.146,7,0,0,1,0,1,1
23,6072.0,0.054,0.123,3,1,2,0,0,0,0
49,3622.0,0.366,0.524,5,0,2,0,0,0,0
46,6540.0,0.064,0.161,3,1,4,0,0,0,0
42,2500.0,0.389,0.119,8,0,1,0,0,0,0
51,2500.0,0.326,0.472,8,0,1,0,0,0,0
42,3193.0,0.038,0.486,3,0,2,0,0,0,0
42,4572.0,0.06,0.277,5,1,1,0,0,0,0
53,2836.0,0.454,0.13,2,1,2,0,1,0,0
49,4735.0,0.433,0.048,3,0,0,0,0,0,0
29,5662.0,0.465,0.194,5,0,1,0,1,0,1
44,4913.0,0.26,0.269,3,1,2,2,0,0,1
31,3814.0,0.414,0.025,8,2,2,0,0,0,0
43,3801.0,0.477,0.439,5,0,1,0,0,1,1
42,2761.0,0.079,0.267,7,0,2,2,0,1,1
24,3551.0,0.3,0.265,4,0,1,0,0,0,0
36,2500.0,0.098,0.428,5,0,0,0,0,0,0
40,2558.0,0.289,0.092,6,0,1,0,0,0,0
33,4589.0,0.139,0.494,7,0,1,0,0,0,0
41,2956.0,0.221,0.232,2,1,3,1,0,0,0
46,2613.0,0.201,0.346,5,0,4,0,0,0,0
37,4457.0,0.481,0.503,7,0,4,0,0,0,0
40,4320.0,0.386,0.103,4,1,3,0,0,0,0
51,3305.0,0.38,0.277,4,0,2,1,0,0,0
42,3405.0,0.337,0.506,2,1,3,0,0,0,0
40,4390.0,0.161,0.198,2,0,3,0,0,0,0
28,5631.0,0.229,0.578,5,0,1,1,0,0,0
44,3986.0,0.291,0.605,2,1,1,0,0,0,0
41,2500.0,0.395,0.287,6,1,1,0,0,0,0
50,3296.0,0.226,0.348,4,0,1,1,0,0,0
38,3031.0,0.202,0.321,3,0,3,0,0,0,0
20,2500.0,0.125,0.32,3,0,0,1,0,0,0
20,4555.0,0.317,0.206,2,0,1,0,0,0,0
45,4716.0,0.218,0.3,3,1,1,1,0,0,0
32,5048.0,0.348,0.246,4,0,0,2,0,0,0
42,2500.0,0.06,0.231,2,2,0,1,0,0,0
39,3908.0,0.218,0.293,7,0,0,0,0,0,0
36,3631.0,0.616,0.212,4,0,2,0,0,0,0
37,4181.0,0.487,0.353,2,0,1,0,0,0,0
29,3860.0,0.201,0.382,6,1,1,0,0,0,0
37,3620.0,0.447,0.35,6,1,1,0,0,0,1
32,3430.0,0.251,0.646,6,1,3,0,0,0,0
34,5991.0,0.334,0.45,4,0,0,1,1,0,1
34,2500.0,0.238,0.345,3,1,2,0,0,0,0
35,3368.0,0.27,0.159,2,1,1,0,1,0,0
47,5923.0,0.278,0.706,5,1,2,0,0,1,1
36,2528.0,0.348,0.125,2,0,2,0,0,0,0
48,2586.0,0.23,0.175,3,0,2,1,0,0,0
53,5066.0,0.638,0.562,3,0,1,0,0,0,0
46,2500.0,0.069,0.328,1,0,4,0,0,0,0
43,4901.0,0.686,0.748,7,0,0,0,0,0,0
41,2921.0,0.219,0.122,5,1,2,0,0,0,0
46,4379.0,0.223,0.045,12,0,2,1,0,0,0
38,2500.0,0.386,0.248,5,1,5,0,0,1,1
47,6206.0,0.499,0.84,3,0,1,0,0,0,0
44,2500.0,0.688,0.296,1,1,2,0,0,0,1
34,5045.0,0.321,0.213,4,0,0,0,0,0,0
46,2500.0,0.502,0.337,5,0,1,0,0,0,0
38,8215.0,0.298,0.227,1,2,2,0,0,0,0
36,3526.0,0.268,0.162,4,0,2,0,0,0,0
33,8759.0,0.305,0.592,2,0,1,1,0,1,1
39,2519.0,0.173,0.404,1,0,0,0,0,1,0
47,2983.0,0.419,0.401,7,1,6,0,0,0,0
46,6278.0,0.437,0.506,3,1,0,0,0,0,0
41,2500.0,0.145,0.171,3,0,2,0,1,0,0
43,2658.0,0.183,0.315,6,0,3,1,0,0,0
50,4550.0,0.317,0.178,1,0,3,1,0,0,0
36,2500.0,0.143,0.182,5,0,0,0,0,0,0
26,4605.0,0.337,0.552,4,0,2,0,0,0,0
51,3931.0,0.265,0.619,5,0,0,0,0,0,0
32,2500.0,0.375,0.337,6,1,1,0,0,0,0
31,5628.0,0.283,0.286,1,0,1,0,0,0,0
20,2500.0,0.332,0.421,3,1,1,0,0,0,0
43,5152.0,0.398,0.425,4,1,0,2,0,0,0
21,3858.0,0.071,0.792,5,0,1,0,0,0,0
30,2967.0,0.268,0.409,4,0,2,0,0,0,0
43,2500.0,0.09,0.466,2,0,4,0,0,0,0
45,4222.0,0.309,0.381,3,0,2,0,0,0,0
31,2500.0,0.121,0.532,6,2,1,0,0,0,0
36,6270.0,0.428,0.261,2,0,0,0,0,0,0
29,6374.0,0.258,0.244,0,0,3,0,1,0,1
32,7623.0,0.073,0.29,4,1,2,0,0,0,0
40,4132.0,0.083,0.218,0,0,2,0,0,0,0
32,3035.0,0.134,0.339,6,1,1,1,0,0,0
35,3186.0,0.253,0.534,6,0,3,0,0,0,0
23,3082.0,0.377,0.056,7,0,2,1,0,0,0
49,4071.0,0.557,0.098,3,0,3,0,0,0,0
43,4431.0,0.254,0.426,6,0,1,0,0,1,0
45,6337.0,0.078,0.197,2,1,3,1,0,1,0
50,3674.0,0.381,0.207,1,1,3,1,2,0,0
29,2500.0,0.157,0.308,3,0,0,0,0,0,0
34,3031.0,0.331,0.252,0,0,3,1,0,0,0
20,7333.0,0.459,0.234,5,1,0,0,0,0,0
65,2500.0,0.485,0.255,3,2,2,0,0,0,0
36,5078.0,0.058,0.127,5,1,0,0,0,1,0
48,3054.0,0.132,0.311,4,1,0,0,0,0,0
25,2500.0,0.42,0.474,7,0,1,0,0,0,0
47,4350.0,0.322,0.367,3,0,0,4,0,0,1
56,7350.0,0.434,0.296,4,0,0,0,0,0,0
37,4244.0,0.22,0.133,5,0,0,1,0,0,0
27,3235.0,0.125,0.273,4,0,0,2,0,0,0
36,2500.0,0.147,0.512,5,1,0,0,0,0,0
20,3483.0,0.553,0.096,6,1,1,0,0,0,0
37,2500.0,0.302,0.336,3,1,3,0,0,0,0
46,3167.0,0.435,0.284,3,1,0,2,0,1,0
37,3539.0,0.3,0.214,6,0,3,2,0,0,1
35,2500.0,0.504,0.368,2,1,1,0,0,0,1
43,6800.0,0.45,0.473,3,0,2,1,0,0,1
44,2500.0,0.334,0.202,5,0,1,0,0,0,0
21,3349.0,0.083,0.15,6,0,1,0,0,0,0
38,4630.0,0.276,0.3,3,1,2,0,0,0,1
62,6561.0,0.193,0.128,3,1,3,0,0,0,0
24,2549.0,0.362,0.461,7,0,0,0,0,0,0
37,2500.0,0.262,0.285,5,0,3,0,0,0,0
57,5916.0,0.368,0.29,5,0,3,0,1,0,0
49,2500.0,0.125,0.24,9,0,1,0,0,0,0
32,4280.0,0.319,0.252,4,0,5,0,1,0,0
40,4402.0,0.275,0.263,5,0,5,0,0,0,0
37,2500.0,0.498,0.069,3,0,2,1,0,0,0
30,2500.0,0.223,0.421,1,0,1,0,0,0,0
37,2959.0,0.3,0.219,5,0,3,0,0,0,0
35,2500.0,0.433,0.475,2,0,1,0,0,0,0
39,2500.0,0.052,0.218,6,0,1,0,0,0,0
30,3848.0,0.184,0.634,7,0,5,0,1,0,0
25,3499.0,0.322,0.23,6,1,3,1,0,0,0
37,4172.0,0.253,0.217,4,1,0,1,0,0,0
55,4457.0,0.339,0.476,3,0,0,0,0,1,1
38,2500.0,0.126,0.12,4,0,2,0,0,0,0
34,2500.0,0.031,0.852,2,0,2,0,1,0,1
45,5129.0,0.41,0.184,0,0,1,0,0,0,0
36,7230.0,0.106,0.267,4,0,1,0,0,0,0
56,2500.0,0.118,0.631,4,0,2,0,0,0,0
37,4091.0,0.447,0.207,2,0,3,1,0,0,0
45,5235.0,0.393,0.206,2,0,2,0,0,0,0
30,4052.0,0.066,0.182,3,1,1,0,0,0,0
43,3255.0,0.225,0.207,3,0,1,1,0,1,1
40,2729.0,0.202,0.704,4,0,0,0,0,0,0
37,8896.0,0.181,0.388,5,0,2,0,0,0,0
32,3802.0,0.404,0.194,5,0,1,1,0,0,0
31,4337.0,0.248,0.418,4,0,2,1,0,0,1
40,4213.0,0.207,0.187,3,0,1,0,0,1,0
44,2526.0,0.333,0.336,5,0,1,0,0,0,0
36,3725.0,0.073,0.475,4,2,2,1,0,0,0
40,3149.0,0.534,0.162,2,0,1,1,0,0,0
37,3124.0,0.308,0.198,2,0,0,1,0,0,0
38,4199.0,0.463,0.876,3,1,1,0,0,0,1
35,2500.0,0.425,0.44,8,0,1,0,0,0,0
38,2500.0,0.357,0.097,3,0,3,0,0,0,0
64,4565.0,0.185,0.111,2,0,0,0,0,1,0
41,2866.0,0.328,0.686,5,1,4,0,0,0,0
44,3117.0,0.402,0.342,0,0,1,1,0,0,0
42,2500.0,0.095,0.068,3,0,2,0,0,0,0
35,5616.0,0.257,0.511,3,0,4,0,0,0,0
50,4609.0,0.151,0.185,2,0,2,0,1,0,0
35,5007.0,0.211,0.159,3,0,3,1,0,0,0
48,4334.0,0.487,0.444,3,0,0,0,0,0,0
34,2500.0,0.241,0.335,5,0,2,0,0,0,0
28,4036.0,0.318,0.47,4,1,1,0,0,0,0
41,2768.0,0.575,0.594,2,0,2,0,0,0,0
26,2500.0,0.582,0.229,3,0,1,0,0,0,0
43,4560.0,0.315,0.287,2,0,1,0,0,0,0
26,7680.0,0.519,0.179,8,0,3,0,1,0,0
34,7130.0,0.448,0.383,4,0,1,0,0,0,0
23,4817.0,0.619,0.386,7,1,1,1,0,0,1
65,3592.0,0.331,0.228,4,0,2,0,0,0,0
21,3304.0,0.161,0.476,6,0,2,0,0,1,0
38,2500.0,0.073,0.285,6,0,1,0,0,0,0
49,3225.0,0.201,0.689,4,1,1,1,0,0,0
48,5480.0,0.137,0.361,6,2,1,1,0,0,0
46,8270.0,0.593,0.342,6,0,2,0,0,0,0
34,2521.0,0.174,0.572,2,0,4,0,0,0,0
51,2500.0,0.244,0.544,5,1,0,0,0,0,0
47,2867.0,0.321,0.137,5,0,1,1,1,0,0
40,5469.0,0.204,0.532,6,0,0,1,0,0,0
40,9251.0,0.758,0.307,1,0,0,0,0,1,0
34,6565.0,0.264,0.375,6,0,4,1,0,0,0
28,6492.0,0.174,0.26,1,0,2,0,0,0,0
50,2500.0,0.117,0.105,8,2,1,1,0,0,0
51,2516.0,0.214,0.382,3,0,2,0,0,0,0
29,2500.0,0.309,0.113,1,1,1,0,0,0,0
36,2699.0,0.369,0.404,4,1,1,1,0,0,0
36,5494.0,0.064,0.387,6,0,1,0,0,0,0
37,7563.0,0.286,0.186,5,0,1,0,0,0,0
38,4253.0,0.055,0.357,8,0,2,0,0,0,0
47,3246.0,0.203,0.411,4,1,2,0,0,0,0
30,2500.0,0.275,0.373,4,2,3,0,0,0,0
29,3461.0,0.24,0.265,3,0,1,0,0,0,0
50,3989.0,0.273,0.038,5,1,0,0,0,0,0
33,2500.0,0.122,0.309,5,0,3,2,0,0,1
25,5512.0,0.128,0.502,4,0,2,0,0,0,0
33,3009.0,0.142,0.637,1,1,1,0,1,0,0
34,5365.0,0.068,0.556,2,1,3,0,0,0,0
53,3623.0,0.24,0.348,3,0,1,0,0,0,0
47,4162.0,0.147,0.578,2,0,2,1,1,0,1
49,2655.0,0.282,0.543,3,0,4,0,0,0,0
46,3118.0,0.03,0.234,5,1,1,0,0,0,0
47,4861.0,0.169,0.082,5,0,2,0,0,0,0
31,3432.0,0.307,0.097,3,2,3,0,0,0,0
36,2500.0,0.357,0.733,2,0,2,1,0,0,1
28,3828.0,0.652,0.101,4,0,1,0,0,0,0
35,4331.0,0.295,0.111,4,0,0,0,0,0,0
44,6753.0,0.486,0.419,7,1,5,0,0,0,0
39,6116.0,0.337,0.503,4,0,4,0,0,0,0
51,3537.0,0.397,0.159,2,0,0,0,1,1,0
26,2846.0,0.595,0.048,9,0,4,0,0,0,1
43,3285.0,0.135,0.407,3,0,0,0,0,0,0
25,2876.0,0.372,0.27,4,0,1,0,0,0,0
38,4572.0,0.522,0.445,3,0,1,0,0,1,1
45,5818.0,0.475,0.32,5,1,1,1,0,0,0
35,6361.0,0.351,0.172,5,2,4,0,0,0,0
43,3025.0,0.444,0.403,5,1,2,1,0,0,0
28,2892.0,0.188,0.419,5,0,1,1,0,0,0
21,3013.0,0.123,0.152,6,1,1,2,0,0,0
43,2500.0,0.312,0.291,3,0,1,0,0,0,0
55,2500.0,0.297,0.354,1,0,0,0,1,0,1
28,3585.0,0.407,0.123,3,1,4,1,1,0,0
50,4319.0,0.144,0.617,3,0,1,0,0,0,0
38,4542.0,0.398,0.545,4,0,1,0,0,1,0
24,2563.0,0.197,0.203,6,0,0,0,0,0,0
26,2919.0,0.321,0.337,5,0,2,0,0,1,1
38,3225.0,0.393,0.208,4,1,0,0,0,0,1
33,3067.0,0.282,0.698,2,0,2,0,2,1,1
24,4962.0,0.179,0.64,3,1,1,0,0,0,0
21,2500.0,0.016,0.346,7,1,0,0,0,1,1
29,2500.0,0.12,0.674,8,0,1,0,1,0,0
39,3183.0,0.403,0.032,7,0,1,0,0,0,1
37,2500.0,0.342,0.333,9,0,3,0,0,0,0
32,2500.0,0.291,0.522,4,1,2,0,0,0,0
40,2500.0,0.231,0.143,5,0,1,0,0,0,0
48,3264.0,0.092,0.187,4,0,2,0,0,0,0
41,4835.0,0.233,0.5,3,0,2,0,0,0,0
36,4881.0,0.273,0.288,3,0,0,0,2,0,1
47,7440.0,0.261,0.053,5,0,0,0,0,0,0
28,3811.0,0.437,0.207,7,1,0,0,0,0,0
35,4049.0,0.326,0.758,5,1,1,0,0,0,0
35,3253.0,0.381,0.35,3,1,0,0,0,0,0
25,3325.0,0.487,0.339,6,0,0,0,0,0,0
33,9286.0,0.173,0.238,6,0,0,0,0,0,0
20,4095.0,0.298,0.351,5,0,2,0,0,0,0
57,4259.0,0.339,0.075,4,0,3,0,0,0,0
28,2500.0,0.531,0.478,4,0,3,1,0,0,0
53,4380.0,0.146,0.433,3,0,2,0,0,0,0
38,4896.0,0.441,0.404,5,1,1,1,0,0,1
43,6001.0,0.544,0.475,3,0,3,0,0,0,0
33,4835.0,0.308,0.277,1,0,3,0,1,0,0
40,3439.0,0.364,0.367,4,0,2,0,0,0,0
44,3374.0,0.142,0.325,4,0,1,0,0,0,0
44,3525.0,0.114,0.368,2,1,4,0,0,0,0
45,3821.0,0.317,0.089,8,0,1,1,0,1,0
34,6441.0,0.579,0.558,2,0,2,0,0,0,0
33,5900.0,0.39,0.11,3,0,1,0,0,1,0
22,5109.0,0.48,0.136,1,0,1,0,0,0,0
43,9074.0,0.176,0.274,9,1,1,0,0,0,0
48,2500.0,0.103,0.456,10,0,1,0,0,0,0
54,2960.0,0.431,0.524,1,1,4,1,0,0,0
41,3623.0,0.571,0.587,3,0,2,1,0,0,0
30,2691.0,0.117,0.102,5,0,1,1,2,0,0
21,2500.0,0.682,0.578,4,0,1,0,0,0,0
48,2500.0,0.452,0.326,2,0,1,0,0,0,0
20,3165.0,0.353,0.242,4,0,6,1,0,0,1
34,5444.0,0.307,0.426,2,1,2,0,0,0,0
35,5158.0,0.356,0.236,3,1,1,0,0,0,0
37,2596.0,0.448,0.294,3,0,1,0,0,0,0
38,4020.0,0.191,0.732,4,1,0,0,0,0,0
39,6707.0,0.149,0.055,6,0,1,0,0,0,0
20,2500.0,0.216,0.57,6,0,0,0,0,2,1
38,3390.0,0.391,0.276,3,0,1,0,0,0,0
20,4142.0,0.165,0.115,6,0,0,0,0,0,0
45,3657.0,0.23,0.155,6,0,1,0,0,0,0
32,5339.0,0.2,0.296,4,1,0,0,0,1,0
20,2500.0,0.377,0.404,6,1,1,1,0,0,1
29,2500.0,0.031,0.25,4,0,4,0,0,0,0
32,4949.0,0.526,0.274,7,0,0,0,0,0,0
49,2500.0,0.17,0.311,5,0,2,0,0,0,0
39,5246.0,0.573,0.274,2,0,0,0,1,0,0
41,4458.0,0.449,0.341,6,0,2,1,0,1,1
49,5084.0,0.601,0.662,2,0,5,1,0,0,0
37,2948.0,0.127,0.395,2,0,0,1,0,0,0
45,4580.0,0.399,0.45,4,0,2,0,1,0,0
44,2500.0,0.417,0.245,3,0,0,0,0,0,0
25,3021.0,0.572,0.23,2,1,2,0,1,0,0
52,3701.0,0.336,0.483,2,0,0,0,0,0,0
23,2500.0,0.555,0.068,7,0,1,1,0,0,1
47,4016.0,0.465,0.23,4,0,1,2,0,0,0
22,2500.0,0.334,0.721,5,0,2,0,0,1,0
44,4109.0,0.351,0.321,4,1,3,1,0,1,0
56,7973.0,0.155,0.225,2,1,1,0,0,0,0
35,2500.0,0.167,0.338,6,0,3,0,0,0,0
35,3604.0,0.063,0.123,2,1,1,0,0,0,0
44,2500.0,0.259,0.096,2,0,3,0,0,0,0
34,2503.0,0.32,0.638,6,2,1,0,0,0,0
56,4993.0,0.175,0.264,4,0,2,1,0,0,0
39,3000.0,0.222,0.433,6,0,2,0,0,0,0
34,5085.0,0.347,0.306,5,0,2,0,0,0,0
32,4273.0,0.44,0.291,3,0,4,0,0,1,1
28,3537.0,0.243,0.505,5,1,1,0,0,0,0
31,2500.0,0.428,0.233,6,0,2,0,0,0,0
34,4957.0,0.393,0.75,6,2,3,0,0,0,1
33,4175.0,0.301,0.254,3,0,0,1,0,0,0
31,2500.0,0.135,0.197,4,1,2,0,1,1,1
58,2500.0,0.11,0.499,4,0,1,0,0,0,1
27,2500.0,0.29,0.139,5,0,4,0,0,0,0
39,2500.0,0.333,0.59,2,1,3,0,0,0,1
43,3162.0,0.309,0.243,5,0,1,0,0,0,0
44,2500.0,0.181,0.759,5,1,1,1,0,0,0
37,2504.0,0.518,0.297,1,0,3,0,0,0,0
35,6807.0,0.111,0.286,7,1,2,0,2,0,0
42,5785.0,0.364,0.844,6,0,2,0,1,0,0
40,2664.0,0.151,0.269,5,0,3,0,0,0,0
35,5204.0,0.325,0.411,5,0,1,0,0,0,0
22,6290.0,0.103,0.313,2,0,0,0,0,0,0
33,4809.0,0.256,0.069,5,0,2,2,0,0,0
26,4165.0,0.325,0.22,1,1,2,1,0,0,0
31,5968.0,0.23,0.078,5,0,0,0,0,0,0
38,5148.0,0.084,0.071,4,0,1,2,0,0,0
41,2500.0,0.505,0.595,5,0,0,0,0,0,0
55,3344.0,0.188,0.304,10,2,2,0,1,0,0
32,2840.0,0.37,0.234,4,0,3,0,0,0,0
45,6116.0,0.069,0.063,2,0,1,0,1,0,0
41,2804.0,0.219,0.656,8,0,2,0,0,0,0
50,2595.0,0.179,0.216,3,0,1,0,0,0,0
43,5779.0,0.483,0.787,1,0,3,0,0,0,1
27,4092.0,0.039,0.41,3,0,2,0,0,0,0
20,9417.0,0.156,0.518,3,0,1,0,0,0,0
41,2500.0,0.087,0.403,3,0,1,0,0,0,0
32,2883.0,0.428,0.352,2,0,5,0,0,0,1
28,6032.0,0.308,0.415,4,0,0,2,0,0,0
25,2500.0,0.295,0.344,0,1,1,0,0,0,0
39,6594.0,0.348,0.075,3,0,1,0,0,0,0
53,2500.0,0.666,0.587,3,0,1,0,0,0,0
33,4792.0,0.322,0.78,3,2,0,1,0,0,0
43,2500.0,0.141,0.396,5,0,2,1,0,0,0
36,3716.0,0.207,0.348,4,0,0,0,0,0,0
25,2500.0,0.146,0.287,5,0,2,0,0,0,0
45,8663.0,0.604,0.492,2,2,0,0,0,0,0
27,2500.0,0.183,0.342,6,0,0,0,0,0,0
38,2507.0,0.188,0.829,6,0,3,0,0,0,0
34,4633.0,0.162,0.378,1,0,0,0,0,0,0
46,2778.0,0.241,0.364,3,0,1,0,0,0,0
27,4989.0,0.233,0.66,5,0,1,0,0,0,0
